台词ID,下一句台词ID,显示类型,[对话角色]类型,[对话角色]ID,情绪模组ID,动作ID,眼睛表情路径,是否眨眼
1900102101,1900102102,,1,501,10601,,,
1900102102,1900102103,1,2,,0,,,
1900102103,1900102104,,1,501,10100,,,
1900102104,1900102105,1,2,,0,,,
1900102105,1900102106,,1,501,10100,,,
1900102106,1900102107,,1,501,10601,,,
1900102107,1900102108,,1,501,10100,,,
1900102108,1900102109,,1,501,0,,,
1900102109,1900102110,,1,501,0,,,
1900102110,1900102111,,1,501,10701,,,
1900102111,1900102112,,1,501,10100,,,
1900102112,1900102113,1,2,,0,,,
1900102113,0,,1,501,10801,,,
1900102191,0,,2,,0,,,
1900102192,0,,2,,0,,,
1900102201,1900102202,,1,501,10801,,,
1900102202,0,,1,501,10100,,,
1900102301,0,,1,501,0,,,
1900100101,1900100102,,1,1005,0,,,
1900100102,0,,1,1005,0,,,
1900100301,1900100302,,1,1005,0,,,
1900100302,0,,1,1005,0,,,
1900103101,1900103102,,1,501,10100,,,
1900103102,1900103103,,1,501,0,,,
1900103103,1900103104,1,2,,0,,,
1900103104,1900103105,,1,501,10801,,,
1900103105,1900103106,,1,501,10100,,,
1900103106,1900103107,,1,501,10801,,,
1900103107,1900103108,,1,501,0,,,
1900103108,1900103109,,1,501,10100,,,
1900103109,1900103110,,1,501,0,,,
1900103110,1900103111,,1,501,10301,,,
1900103111,1900103112,,1,501,10100,,,
1900103112,1900103113,,1,501,0,,,
1900103113,1900103114,,1,501,10301,,,
1900103114,1900103115,,1,501,10100,,,
1900103115,1900103116,1,2,,0,,,
1900103116,1900103117,,1,501,10601,,,
1900103117,1900103118,1,2,,0,,,
1900103118,0,,1,501,10100,,,
1900103191,0,,2,,0,,,
1900103192,0,,2,,0,,,
1900103193,0,,2,,0,,,
1900103201,1900103202,,1,501,10701,,,
1900103202,0,,1,501,0,,,
1900103301,1900103302,,1,501,10601,,,
1900103302,1900103303,,1,501,0,,,
1900103303,1900103304,,1,501,10100,,,
1900103304,1900103305,,1,501,0,,,
1900103305,1900103306,,1,501,10301,,,
1900103306,1900103307,,1,501,0,,,
1900103307,1900103308,,1,501,10100,,,
1900103308,1900103309,,1,501,0,,,
1900103309,1900103310,1,2,,0,,,
1900103310,1900103311,,1,501,10201,,,
1900103311,1900103312,,1,501,10100,,,
1900103312,1900103213#1900103214,,1,501,0,,,
1900103213,1900103215,1,2,,0,,,
1900103214,1900103215,1,2,,0,,,
1900103215,1900103216,,1,501,10201,,,
1900103216,0,,1,501,10100,,,
1900103401,1900103402,,1,501,10601,,,
1900103402,1900103403,,1,501,0,,,
1900103403,1900103404,,1,501,10100,,,
1900103404,1900103405,1,2,,0,,,
1900103405,1900103406,,1,501,10101,,,
1900103406,1900103407,,1,501,0,,,
1900103407,1900103408,,1,501,10100,,,
1900103408,1900103409,,1,501,10601,,,
1900103409,1900103410,1,2,,0,,,
1900103410,1900103411,,1,501,10100,,,
1900103411,1900103412,,1,501,10101,,,
1900103412,1900103413,1,2,,0,,,
1900103413,1900103414,,1,501,10100,,,
1900103414,1900103415,,1,501,0,,,
1900103415,1900103416,,1,501,10601,,,
1900103416,1900103417,,1,501,10100,,,
1900103417,1900103418,,1,501,0,,,
1900103418,1900103419,,1,501,10701,,,
1900103419,0,,1,501,10100,,,
