台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
101100101	101100102		1	1005				
101100102	101100103		1	1005				
101100103	101100104		1	1005				
101100104	101100105	1	2					
101100105	101100106		1	1005				
101100106	101100107,101100109		1	1005				
101100107	101100108		2					
101100108	101100111		1	1005				
101100109	101100110		2					
101100110	101100111		1	1005				
101100111	101100112		1	1005				
101100112	101100113,101100114		1	1005				
101100113	101100115		2					
101100114	101100115		2					
101100115	101100116,101100117		1	1005				
101100116	101100118		2					
101100117	101100118		2					
101100118	101100119		1	1005				
101100119	101100120	1	2					
101100120	101100121		1	1005				
101100121	101100122		1	1005				
101100122	101100123		1	1001				
101100123	101100124		1	1005				
101100124	101100125		1	1001				
101100125	101100126		1	1005				
101100126	101100127		1	1001				
101100127	101100128		1	1001				
101100128	101100129,101100131		1	1005				
101100129	101100130		2					
101100130	101100133		1	1001				
101100131	101100132		2					
101100132	101100133		1	1001				
101100133	101100134		1	1001				
101100134	101100135		1	1005				
101100135	101100136		1	1001				
101100136	101100137		1	1001				
101100137	101100138		1	1005				
101100138	101100139		1	1001				
101100139	101100140		1	1001				
101100140	101100141,101100142		1	1005				
101100141	101100143		2					
101100142	101100143		2					
101100143	101100144		1	1001				
101100144	101100145		1	1005				
101100145			1	1005				
101100146			1	160101				
101100147			1	160101				
101100148			1	160101				
101100149	101100150		1	160101				
101100150			1	160101				
101100201			1	1005				
101100202			1	1005				
101100203	101100204		1	1001				
101100204	101100205		1	1005				
101100205	101100206,101100207		1	1425				
101100206	101100208		2					
101100207	101100208		2					
101100208	101100209,101100212		1	1425				
101100209	101100210		2					
101100210	101100211		1	1425				
101100211	101100216		1	1425				
101100212	101100213		2					
101100213	101100214		1	1425				
101100214	101100215		1	1425				
101100215	101100216		1	1425				
101100216	101100217		1	1005				
101100217	101100218		1	1001				
101100218	101100219		1	1425				
101100219	101100220		1	1005				
101100220	101100221		1	1425				
101100221	101100222		1	1005				
101100222	101100223		1	1425				
101100223	101100224		1	1425				
101100224	101100225,101100226		1	1425				
101100225	101100227		2					
101100226	101100227		2					
101100227	101100228		1	1425				
101100228	101100229		1	1425				
101100229	101100230		1	1425				
101100230	101100231		1	1425				
101100231			1	1001				
101100232			1	1425				
101100301			1	1005				
101100302			1	1001				
101100303			1	1005				
101100304	101100305		1	1005				
101100305	101100306		1	1001				
101100306	101100307,101100308		1	1005				
101100307	101100309		2					
101100308	101100309		2					
101100309	101100310		1	1005				
101100310	101100311,101100312		1	1001				
101100311	101100313		2					
101100312	101100313		2					
101100313	101100314		1	1005				
101100314	101100315	1	2					
101100315	101100316		1	1005				
101100316			1	1005				
101100317			1	1567				
101100401			1	1005				
101100402			1	1001				
101100403			1	1005				
101100404	101100405		1	1004				
101100405	101100406		1	1009				
101100406	101100407		1	1004				
101100407	101100408		1	1009				
101100408	101100409		1	1004				
101100409	101100410		1	1009				
101100410	101100411		1	1004				
101100411	101100412		1	1009				
101100412	101100413		1	1004				
101100413	101100414		1	1009				
101100414	101100415		1	157701				
101100415	101100416		1	1005				
101100416	101100417		1	1001				
