ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID	ChainID	编辑器可用	是否含有动态屏障
49001001	$GeneralSkill_IceDamage_Prison_Center	ART/Others/SkillObj/SkillObj_GeneralSkill_IceDamage_Prison_Center				4001	19	冰牢	GeneralSkill_IceDamage_Prison_Center							Default_Item				
49001002	$GeneralSkill_WindDamage_Vortex_Center	ART/Others/SkillObj/SkillObj_EmptyGadget				4001	19	旋涡	GeneralSkill_WindDamage_Vortex_Center							Default_Item				
49001003	GeneralSkill_RockDamage_LowWave_Emitter	ART/Others/SkillObj/SkillObj_GeneralSkill_RockDamage_LowWave_Emitter				4001	19	地波发射器	GeneralSkill_RockDamage_LowWave_Emitter							Default_Item				
49001004	GeneralSkill_RockDamage_LowWave_SingleBullet	ART/Others/Bullet/Bullet_GeneralSkill_RockDamage_LowWave				4001	3	单发地波	GeneralSkill_RockDamage_LowWave_SingleBullet	1						Default_Item				
49001005	GeneralSkill_ElecDamage_Arc_Charge	ART/Others/SkillObj/SkillObj_GeneralSkill_ElecDamage_Arc_Charge				4001	19	电球（连线终点）	GeneralSkill_ElecDamage_Arc_Charge							Default_Item				
49001006	GeneralSkill_ElecDamage_Arc_TriggerBullet	ART/Others/Bullet/Bullet_GeneralSkill_ElecDamage_Arc				4001	3	电球之间连接的电弧	GeneralSkill_ElecDamage_Arc_TriggerBullet	1						Default_Item				
49001008	GeneralSkill_FireDamage_TracingImpulse_Bullet	ART/Others/Bullet/Bullet_GeneralSkill_FireDamage_TracingImpulse				4001	3	追踪地火	GeneralSkill_FireDamage_TracingImpulse_Bullet	1						Default_Item				
49001009	GeneralSkill_FireDamage_TracingImpulse_DamageGadget	ART/Others/SkillObj/SkillObj_EmptyGadget				4001	19	追到后触发的攻击	GeneralSkill_FireDamage_TracingImpulse_DamageGadget							Default_Item				
49001010	GeneralSkill_WaterDamage_Bubble_Center	ART/Others/SkillObj/SkillObj_EmptyGadget				4001	19	用于触发第二波泡泡的逻辑gadget	GeneralSkill_WaterDamage_Bubble_Center							Default_Item				
49001011	GeneralSkill_WaterDamage_Bubble_Single	ART/Others/SkillObj/SkillObj_GeneralSkill_WaterDamage_Bubble_Single				4001	19	泡泡	GeneralSkill_WaterDamage_Bubble_Single							Default_Item				
49001012	GeneralSkill_ElecDamage_Arc_Charge	ART/Others/SkillObj/SkillObj_GeneralSkill_ElecDamage_Arc_Charge				4001	19	中心电球（连线起点）	GeneralSkill_ElecDamage_Arc_CenterCharge							Default_Item				
49001013	GeneralSkill_RockDamage_DeathRattleCrystal_DamageGadget	ART/Others/SkillObj/SkillObj_GeneralSkill_RockDamage_DeathRattleCrystal_DamageGadget				4001	19	亡语结晶	GeneralSkill_RockDamage_DeathRattleCrystal_DamageGadget							Default_Item				
49001014	GeneralSkill_Sovereign_EffGadget	ART/Others/Bullet/Bullet_GeneralSkill_Sovereign_EffGadget				4001	3	恢复特效表现gadget（弃用）	GeneralSkill_Sovereign_EffGadget	1						Default_Item				
49001015	GeneralSkill_Deathrattle_Corruption_LogicGadget	ART/Others/SkillObj/SkillObj_EmptyGadget				4001	19	亡语流血逻辑gadget	GeneralSkill_Deathrattle_Corruption_LogicGadget							Default_Item				
49001016	GeneralSkill_Deathrattle_Corruption_EffBullet	ART/Others/Bullet/Bullet_GeneralSkill_Sovereign_EffGadget				4001	3	腐蚀特效表现gadget	GeneralSkill_Deathrattle_Corruption_EffBullet	1						Default_Item				
49001017	Activity_ChannellerSlab_DangerArea	ART/Others/SkillObj/SkillObj_Activity_ChannellerSlab_DangerArea				4001	32	东风快递触发区域	Activity_ChannellerSlab_DangerArea	1						Default_Item			1	
49001018	Activity_ChannellerSlab_BulletToGround	ART/Others/SkillObj/SkillObj_EmptyGadget				4001	3	触发效果后落下子弹	Activity_ChannellerSlab_BulletToGround							Default_Item				
49001019	Activity_ChannellerSlab_DangerArea_Enhanced	ART/Others/SkillObj/SkillObj_Activity_ChannellerSlab_DangerArea_Enhanced				4001	32	东风快递触发区域强化版	Activity_ChannellerSlab_DangerArea_Enhanced	1						Default_Item			1	
49001020	MonsterAffix_Drop_Rock_CenterGadget	ART/Others/SkillObj/SkillObj_EmptyGadget				4002	19	东风快递触发区域强化版	MonsterAffix_Drop_Rock_CenterGadget							Default_Item			1	
49001021	MonsterAffix_Drop_Rock_Bullet_Stage1	ART/Others/SceneObj/SceneObj_Test_DropIce_Bullet				4003	3	东风快递触发区域强化版	MonsterAffix_Drop_Rock_Bullet_Stage1	1						Default_Item			1	
49001022	MonsterAffix_Drop_Rock_Bullet_Stage2	ART/Others/SceneObj/SceneObj_Test_DropIce_Bullet				4004	3	东风快递触发区域强化版	MonsterAffix_Drop_Rock_Bullet_Stage2	1						Default_Item			1	
